91	дела	дело	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1365.761#1366.009
92	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1366.009#1366.257
93	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1366.257#1366.505
94	зачем	зачем	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1366.505#1366.753
95	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1366.753#1367.001
96	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1367.001#1367.249
97	сниматься	сниматься	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@yad1986m-words#@yad1986m#1367.249#1367.497
98	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1367.497#1367.749
99	парад	парад	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1393.788#1394.672
100	ебро...таро...еблоторговли	еблоторговля	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1394.672#1395.557
101	это	этот	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1395.557#1395.855
102	красиво	красиво	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1395.855#1396.153
103	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1400.096#1400.578
104	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1400.578#1401.06
105	возможно	возможно	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#1401.06#1401.542
106	самый	самый	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1401.542#1402.024
107	загадочный	загадочный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1402.024#1402.506
108	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1402.506#1402.988
109	артист	артист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1402.988#1403.47
110	в...на	на	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1403.47#1403.952
111	русской	русский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1403.952#1404.434
112	рэп-сцене	рэп-сцена	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1404.434#1404.916
113	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1404.916#1405.398
114	чем...как	как	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1405.398#1405.88
115	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1405.88#1406.362
116	живёшь	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1406.362#1406.844
117	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1406.844#1407.326
118	вот	вот	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1407.442#1407.729
119	опиши	описать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1407.729#1408.016
120	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1408.016#1408.303
121	стандартный	стандартный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1408.303#1408.59
122	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1408.59#1408.877
123	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1408.877#1409.164
124	например	например	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#1409.164#1409.451
125	что	что	PRON	_	Case=Acc	_	_	_	@yad1986m-words#@yad1986m#1409.451#1409.738
126	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1409.738#1410.025
127	делал	делать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1410.025#1410.312
128	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1410.312#1410.599
129	вчерашний	вчерашний	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1410.599#1410.886
130	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1410.886#1411.173
131	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1411.173#1411.46
132	показатель	показатель	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1411.46#1411.747
133	потому	потому	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#1411.747#1412.034
134	что	что	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1412.034#1412.321
135	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@yad1986m-words#@yad1986m#1412.321#1412.608
136	пилили	пилить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1412.608#1412.895
137	альбом	альбом	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1412.895#1413.192
138	неделю	неделя	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1413.288#1413.622
139	назад	назад	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1413.622#1413.956
140	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1413.956#1414.29
141	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1414.29#1414.624
142	что	что	PRON	_	Case=Acc	_	_	_	@yad1986m-words#@yad1986m#1414.624#1414.958
143	у	у	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1414.958#1415.292
144	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@yad1986m-words#@yad1986m#1415.292#1415.626
145	четверг	четверг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1415.626#1415.961
146	значит	значит	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1417.307#1417.554
147	неделю	неделя	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1417.554#1417.801
148	до	до	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1417.801#1418.048
149	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1418.048#1418.295
150	тоже	тоже	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1418.295#1418.542
151	сводил	сводить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1418.542#1418.789
152	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1418.789#1419.038
153	да	да	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1420.826#1421.068
154	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1421.068#1421.31
155	а	а	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1421.31#1421.552
156	вот	вот	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1421.552#1421.794
157	ровно	ровно	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1421.794#1422.036
158	неделю	неделя	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1422.036#1422.278
159	назад	назад	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1422.278#1422.52
160	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1422.52#1422.769
161	так	так	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1423.884#1424.041
162	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1424.041#1424.198
163	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1424.198#1424.355
164	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1424.355#1424.512
165	две	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Fem	_	_	_	@yad1986m-words#@yad1986m#1424.512#1424.669
166	недели	неделя	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#1424.669#1424.826
167	назад	назад	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1424.826#1424.983
168	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1424.983#1425.14
169	сколько	сколько	PRON	_	Case=Nom	_	_	_	@yad1986m-words#@yad1986m#1425.14#1425.297
170	ты...	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1425.297#1425.461
171	блин	блин	INTJ	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1425.865#1426.865
172	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1427.134#1427.393
173	только	только	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1427.393#1427.652
174	сводишь	сводить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1427.652#1427.911
175	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1427.911#1428.173
176	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1429.576#1430.326
177	во	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1436.115#1436.371
178	сколько	сколько	PRON	_	Case=Nom	_	_	_	@yad1986m-words#@yad1986m#1436.371#1436.627
179	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1436.627#1436.884
180	типа	типа	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1459.961#1460.241
181	комменты	коммент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#1460.241#1460.521
182	инстухи	инстуха	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1460.521#1460.801
183	да	да	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1460.801#1461.081
184	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1461.081#1461.365
185	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1462.192#1462.788
186	так	так	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1465.596#1466.211
187	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1471.711#1471.926
188	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1471.926#1472.141
189	как	как	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1472.141#1472.356
190	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1472.356#1472.571
191	добираешься	добираться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@yad1986m-words#@yad1986m#1472.571#1472.786
192	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1472.786#1473.001
193	на	на	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1473.001#1473.216
194	тачке	тачка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1473.216#1473.431
195	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1473.431#1473.653
196	а	а	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1475.538#1475.768
197	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1475.768#1475.998
198	подвал	подвал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1475.998#1476.228
199	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1476.228#1476.461
200	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1476.519#1476.752
201	арендуешь	арендовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1476.752#1476.985
202	дом	дом	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1476.985#1477.218
203	где-то	где-то	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1477.218#1477.451
204	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1477.451#1477.684
205	Подмосковье	Подмосковье	PROPN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1477.684#1477.917
206	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1477.917#1478.153
207	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1478.826#1479.015
208	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1479.015#1479.204
209	аа	а	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1479.204#1479.393
210	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1479.393#1479.582
211	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1479.582#1479.771
212	на	на	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1479.771#1479.96
213	газ	газ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1479.96#1480.149
214	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1480.149#1480.338
